	symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	description
ENSG00000142039	CCDC97	-0.0696187946053654	0.00533148619215409	-9.4200258423298	8.87345232491115e-20	7.22742691864013e-16	34.1784112478059	coiled-coil domain containing 97
ENSG00000212916	MAP10	-0.136172386697298	0.00972905382818127	-9.26210689857042	3.27847622762191e-19	1.33515944369902e-15	32.9032418324409	microtubule associated protein 10
ENSG00000170677	SOCS6	-0.127362229995625	-0.000140636094692463	-9.17784153832567	6.54108053169577e-19	1.7759033643554e-15	32.2294487352582	suppressor of cytokine signaling 6
ENSG00000196110	ZNF699	-0.0524798329142534	0.00119079845325723	-8.3973579884975	3.13339121382573e-16	6.38036785915263e-13	26.2147567323611	zinc finger protein 699
ENSG00000185730	ZNF696	-0.0692382201805955	0.000195347218998702	-8.21717855678637	1.22721513344975e-15	1.99913345238964e-12	24.8859524588203	zinc finger protein 696
ENSG00000164961	WASHC5	-0.0908348459621064	0.000648211057958836	-8.15080110036317	2.01759136201061e-15	2.7388802739294e-12	24.4022323166972	WASH complex subunit 5
ENSG00000169955	ZNF747	-0.069582761641491	0.00552149656181561	-8.09196476202034	3.12663040395419e-15	3.63805780574384e-12	23.9761024511378	zinc finger protein 747
ENSG00000108312	UBTF	-0.0687047636507365	-0.00233627513650654	-8.00418923955212	5.98262708352525e-15	5.97171070409188e-12	23.3450052921279	upstream binding transcription factor
ENSG00000135750	KCNK1	-0.130007794245064	-0.00199572002588244	-7.99086837979559	6.59857536363744e-15	5.97171070409188e-12	23.2497160255173	potassium two pore domain channel subfamily K member 1
ENSG00000221990	NA	-0.097494672578191	0.0011638282784687	-7.92396252280856	1.07736684337685e-14	8.44497508174387e-12	22.7730595161632	NA
ENSG00000178623	GPR35	0.0570769731747656	-0.000681028604750906	7.91616060773032	1.14051228851053e-14	8.44497508174387e-12	22.7176883336217	G protein-coupled receptor 35
ENSG00000025770	NCAPH2	-0.0496351951254348	0.0024175190420468	-7.88894582518557	1.39070738759301e-14	9.43942639328753e-12	22.5248889151926	non-SMC condensin II complex subunit H2
ENSG00000128645	HOXD1	-0.177104089237916	0.0126585438082	-7.81343110735269	2.40446251270433e-14	1.50648824353668e-11	21.9927507163707	homeobox D1
ENSG00000162066	AMDHD2	-0.136615866636377	0.00516107992415476	-7.7495538547304	3.80841979941355e-14	2.21568423330167e-11	21.5458878482761	amidohydrolase domain containing 2
ENSG00000273270	NA	-0.163459129707075	0.0114191701948394	-7.72998888715648	4.3818695261408e-14	2.37935515269446e-11	21.4096198260092	NA
ENSG00000101417	PXMP4	-0.073604996614576	0.00208997825960357	-7.62435596091872	9.29885655494655e-14	4.73369916500248e-11	20.6787939078113	peroxisomal membrane protein 4
ENSG00000175536	LIPT2	-0.111301471058522	0.00812378356054076	-7.50858609105143	2.10106445067213e-13	1.00665705592497e-10	19.8873821856532	lipoyl(octanoyl) transferase 2
ENSG00000132600	PRMT7	-0.0569248762114177	0.00212143173859524	-7.47483283808043	2.6597264209243e-13	1.09647116152747e-10	19.6585339229144	protein arginine methyltransferase 7
ENSG00000177599	ZNF491	-0.053221114509762	-0.00194462823667179	-7.4706818681597	2.73781621503104e-13	1.09647116152747e-10	19.6304493886641	zinc finger protein 491
ENSG00000163221	S100A12	0.283537787565463	-0.00357042314953685	7.46027454847233	2.94366586221913e-13	1.09647116152747e-10	19.560092855727	S100 calcium binding protein A12
ENSG00000177613	CSTF2T	-0.103031294408506	-0.000413527468506778	-7.45951954362072	2.9591786372682e-13	1.09647116152747e-10	19.5549919768222	cleavage stimulation factor subunit 2 tau variant
ENSG00000139083	ETV6	0.070034863693123	-0.00154501965538132	7.45940125257629	2.96161639700482e-13	1.09647116152747e-10	19.5541928310978	ETS variant transcription factor 6
